Date,net_pnl_port,equity_port,gross_exposure
2016-01-04,0.0,1.0,0.0
2016-01-05,0.0,1.0,0.0
2016-01-06,0.0,1.0,0.0
2016-01-07,0.0,1.0,0.0
2016-01-08,0.0,1.0,0.0
2016-01-11,0.0,1.0,0.0
2016-01-12,0.0,1.0,0.0
2016-01-13,0.0,1.0,0.0
2016-01-14,0.0,1.0,0.0
2016-01-15,0.0,1.0,0.0
2016-01-19,0.0,1.0,0.0
2016-01-20,0.0,1.0,0.0
2016-01-21,0.0,1.0,0.0
2016-01-22,0.0,1.0,0.0
2016-01-25,0.0,1.0,0.0
2016-01-26,0.0,1.0,0.0
2016-01-27,0.0,1.0,0.0
2016-01-28,0.0,1.0,0.0
2016-01-29,0.0,1.0,0.0
2016-02-01,0.0,1.0,0.0
2016-02-02,0.0,1.0,0.0
2016-02-03,0.0,1.0,0.0
2016-02-04,0.0,1.0,0.0
2016-02-05,0.0,1.0,0.0
2016-02-08,0.0,1.0,0.0
2016-02-09,0.0,1.0,0.0
2016-02-10,0.0,1.0,0.0
2016-02-11,0.0,1.0,0.0
2016-02-12,0.0,1.0,0.0
2016-02-16,0.0,1.0,1.0
2016-02-17,0.0,1.0,1.0
2016-02-18,-5.7452031288689545e-08,0.9999999425479688,1.0
2016-02-19,5.826741231564537e-08,1.0000000008153775,1.0
2016-02-22,0.0,1.0000000008153775,1.0
2016-02-23,0.0,1.0000000008153775,1.0
2016-02-24,0.0,1.0000000008153775,1.0
2016-02-25,0.0,1.0000000008153775,1.0
2016-02-26,0.0,1.0000000008153775,0.9999999999999999
2016-02-29,0.0,1.0000000008153775,1.0
2016-03-01,0.0,1.0000000008153775,1.0
2016-03-02,0.0,1.0000000008153775,0.9999999999999999
2016-03-03,0.0,1.0000000008153775,1.0
2016-03-04,0.0,1.0000000008153775,0.9999999999999999
2016-03-07,0.0,1.0000000008153775,1.0
2016-03-08,0.0,1.0000000008153775,0.9999999999999999
2016-03-09,0.0,1.0000000008153775,1.0
2016-03-10,0.0,1.0000000008153775,1.0
2016-03-11,0.0,1.0000000008153775,1.0
2016-03-14,0.0,1.0000000008153775,1.0
2016-03-15,0.0,1.0000000008153775,1.0
2016-03-16,0.0,1.0000000008153775,1.0
2016-03-17,0.0,1.0000000008153775,1.0
2016-03-18,0.0,1.0000000008153775,0.9999999999999999
2016-03-21,0.0,1.0000000008153775,1.0
2016-03-22,0.0,1.0000000008153775,1.0
2016-03-23,0.0,1.0000000008153775,1.0
2016-03-24,0.0,1.0000000008153775,1.0
2016-03-28,0.0,1.0000000008153775,1.0
2016-03-29,0.0,1.0000000008153775,1.0
2016-03-30,0.0,1.0000000008153775,1.0
2016-03-31,0.0,1.0000000008153775,1.0
2016-04-01,0.0,1.0000000008153775,1.0
2016-04-04,0.0,1.0000000008153775,1.0
2016-04-05,0.0,1.0000000008153775,1.0
2016-04-06,0.0,1.0000000008153775,1.0
2016-04-07,0.0,1.0000000008153775,1.0
2016-04-08,0.0,1.0000000008153775,1.0
2016-04-11,0.0,1.0000000008153775,1.0
2016-04-12,0.0,1.0000000008153775,1.0
2016-04-13,0.0,1.0000000008153775,1.0
2016-04-14,0.0,1.0000000008153775,1.0
2016-04-15,0.0,1.0000000008153775,1.0
2016-04-18,0.0,1.0000000008153775,1.0
2016-04-19,0.0,1.0000000008153775,1.0
2016-04-20,0.0,1.0000000008153775,1.0
2016-04-21,0.0,1.0000000008153775,1.0
2016-04-22,0.0,1.0000000008153775,1.0
2016-04-25,0.0,1.0000000008153775,1.0
2016-04-26,0.0,1.0000000008153775,1.0
2016-04-27,0.0,1.0000000008153775,1.0
2016-04-28,-0.0003663167793729991,0.9996336840357058,1.0
2016-04-29,0.011153866834916685,1.0107834650311374,1.0
2016-05-02,0.0,1.0107834650311374,1.0
2016-05-03,0.0,1.0107834650311374,1.0
2016-05-04,0.0,1.0107834650311374,1.0
2016-05-05,0.0,1.0107834650311374,1.0
2016-05-06,0.0,1.0107834650311374,1.0
2016-05-09,0.0,1.0107834650311374,1.0
2016-05-10,0.0,1.0107834650311374,1.0
2016-05-11,0.0,1.0107834650311374,1.0
2016-05-12,0.0,1.0107834650311374,1.0
2016-05-13,-0.0002954152284964784,1.0104848642028548,1.0
2016-05-16,0.019316220354174157,1.0300036125043548,1.0
2016-05-17,0.009120999848440793,1.0393982752979005,0.9999999999999999
2016-05-18,0.0,1.0393982752979005,0.9999999999999999
2016-05-19,0.0,1.0393982752979005,0.9999999999999999
2016-05-20,0.0,1.0393982752979005,0.9999999999999999
2016-05-23,0.0,1.0393982752979005,0.9999999999999999
2016-05-24,0.0,1.0393982752979005,0.9999999999999999
2016-05-25,0.0,1.0393982752979005,0.9999999999999999
2016-05-26,0.0,1.0393982752979005,0.9999999999999999
2016-05-27,0.0,1.0393982752979005,0.9999999999999999
2016-05-31,0.0,1.0393982752979005,0.9999999999999999
2016-06-01,0.0,1.0393982752979005,0.9999999999999999
2016-06-02,0.0,1.0393982752979005,0.9999999999999999
2016-06-03,0.0,1.0393982752979005,0.9999999999999999
2016-06-06,0.0,1.0393982752979005,0.9999999999999999
2016-06-07,0.0,1.0393982752979005,0.9999999999999999
2016-06-08,0.0,1.0393982752979005,0.9999999999999999
2016-06-09,0.0,1.0393982752979005,0.9999999999999999
2016-06-10,0.0,1.0393982752979005,0.9999999999999999
2016-06-13,0.0,1.0393982752979005,0.9999999999999999
2016-06-14,0.0,1.0393982752979005,0.9999999999999999
2016-06-15,0.0,1.0393982752979005,0.9999999999999999
2016-06-16,0.0,1.0393982752979005,0.9999999999999999
2016-06-17,0.0,1.0393982752979005,0.9999999999999999
2016-06-20,0.0,1.0393982752979005,0.9999999999999999
2016-06-21,0.0,1.0393982752979005,0.9999999999999999
2016-06-22,0.0,1.0393982752979005,0.9999999999999999
2016-06-23,0.0,1.0393982752979005,0.9999999999999999
2016-06-24,0.0,1.0393982752979005,0.9999999999999999
2016-06-27,0.0,1.0393982752979005,0.9999999999999999
2016-06-28,0.0,1.0393982752979005,0.9999999999999999
2016-06-29,0.0,1.0393982752979005,0.9999999999999999
2016-06-30,0.0,1.0393982752979005,0.9999999999999999
2016-07-01,0.0,1.0393982752979005,0.9999999999999999
2016-07-05,0.0,1.0393982752979005,0.9999999999999999
2016-07-06,0.0,1.0393982752979005,0.9999999999999999
2016-07-07,0.0,1.0393982752979005,0.9999999999999999
2016-07-08,0.0,1.0393982752979005,0.9999999999999999
2016-07-11,0.0,1.0393982752979005,0.9999999999999999
2016-07-12,0.0,1.0393982752979005,0.9999999999999999
2016-07-13,0.0,1.0393982752979005,0.9999999999999999
2016-07-14,0.0,1.0393982752979005,0.9999999999999999
2016-07-15,0.0,1.0393982752979005,0.9999999999999999
2016-07-18,0.0,1.0393982752979005,0.9999999999999999
2016-07-19,0.0,1.0393982752979005,0.9999999999999999
2016-07-20,0.0,1.0393982752979005,0.9999999999999999
2016-07-21,0.0,1.0393982752979005,0.9999999999999999
2016-07-22,0.0,1.0393982752979005,0.9999999999999999
2016-07-25,0.0,1.0393982752979005,1.0
2016-07-26,0.0,1.0393982752979005,1.0
2016-07-27,0.0,1.0393982752979005,1.0
2016-07-28,0.0,1.0393982752979005,1.0
2016-07-29,0.0,1.0393982752979005,1.0
2016-08-01,0.0,1.0393982752979005,1.0
2016-08-02,0.0,1.0393982752979005,1.0
2016-08-03,0.0,1.0393982752979005,1.0
2016-08-04,0.0,1.0393982752979005,1.0
2016-08-05,0.0,1.0393982752979005,1.0
2016-08-08,0.0,1.0393982752979005,1.0
2016-08-09,0.0,1.0393982752979005,1.0
2016-08-10,0.0,1.0393982752979005,1.0
2016-08-11,0.0,1.0393982752979005,1.0
2016-08-12,-7.807387205463165e-08,1.0393981941480526,1.0
2016-08-15,7.80792257101806e-08,1.0393982753034587,1.0
2016-08-16,0.0,1.0393982753034587,1.0
2016-08-17,-1.3166679614415332e-09,1.0393982739349164,1.0
2016-08-18,4.286738916022361e-08,1.0393983184912068,1.0
2016-08-19,0.0,1.0393983184912068,1.0
2016-08-22,0.0,1.0393983184912068,1.0
2016-08-23,0.0,1.0393983184912068,1.0
2016-08-24,0.0,1.0393983184912068,1.0
2016-08-25,0.0,1.0393983184912068,1.0
2016-08-26,0.0,1.0393983184912068,1.0
2016-08-29,0.0,1.0393983184912068,1.0
2016-08-30,0.0,1.0393983184912068,1.0
2016-08-31,0.0,1.0393983184912068,1.0
2016-09-01,0.0,1.0393983184912068,1.0
2016-09-02,0.0,1.0393983184912068,1.0
2016-09-06,0.0,1.0393983184912068,1.0
2016-09-07,0.0,1.0393983184912068,1.0
2016-09-08,0.0,1.0393983184912068,1.0
2016-09-09,-1.1110481594964198e-09,1.0393983173363852,1.0
2016-09-12,4.515966530557015e-08,1.0393983642752653,1.0
2016-09-13,0.0,1.0393983642752653,1.0
2016-09-14,0.0,1.0393983642752653,1.0
2016-09-15,0.0,1.0393983642752653,1.0
2016-09-16,0.0,1.0393983642752653,1.0
2016-09-19,0.0,1.0393983642752653,1.0
2016-09-20,0.0,1.0393983642752653,1.0
2016-09-21,0.0,1.0393983642752653,1.0
2016-09-22,-0.000387523688170241,1.0389955727876634,1.0
2016-09-23,-0.002812025095471865,1.0360738911629004,0.9999999999999999
2016-09-26,0.01657831198905145,1.0532502473743095,1.0
2016-09-27,0.0,1.0532502473743095,1.0
2016-09-28,0.0,1.0532502473743095,1.0
2016-09-29,0.0,1.0532502473743095,1.0
2016-09-30,0.0,1.0532502473743095,1.0
2016-10-03,0.0,1.0532502473743095,1.0
2016-10-04,0.0,1.0532502473743095,1.0
2016-10-05,0.0,1.0532502473743095,1.0
2016-10-06,0.0,1.0532502473743095,1.0
2016-10-07,0.0,1.0532502473743095,1.0
2016-10-10,0.0,1.0532502473743095,1.0
2016-10-11,0.0,1.0532502473743095,1.0
2016-10-12,0.0,1.0532502473743095,1.0
2016-10-13,0.0,1.0532502473743095,1.0
2016-10-14,0.0,1.0532502473743095,1.0
2016-10-17,0.0,1.0532502473743095,1.0
2016-10-18,0.0,1.0532502473743095,1.0
2016-10-19,0.0,1.0532502473743095,1.0
2016-10-20,0.0,1.0532502473743095,1.0
2016-10-21,0.0,1.0532502473743095,1.0
2016-10-24,-0.00019690535702755803,1.053042856758311,1.0
2016-10-25,0.0030987199473532434,1.056305941663966,1.0
2016-10-26,0.004666883662259031,1.0612355986054647,1.0
2016-10-27,0.0,1.0612355986054647,1.0
2016-10-28,-0.00014557558863878472,1.0610811086085132,1.0
2016-10-31,0.022892158190466246,1.0853715451996946,1.0
2016-11-01,-0.002549760959190652,1.0826041072075279,1.0
2016-11-02,-0.0038726367541870367,1.0784115747517222,0.9999999999999999
2016-11-03,0.015987684273805463,1.09565287852607,0.9999999999999999
2016-11-04,-0.015113360744564996,1.0790938813220843,1.0
2016-11-07,0.008224068409140693,1.0879684232219622,1.0
2016-11-08,-0.00522899876611485,1.0822794376793627,0.9999999999999999
2016-11-09,-0.0002907122166032795,1.0819648058250508,0.9999999999999999
2016-11-10,-0.006676663914035524,1.0747408904497422,0.9999999999999999
2016-11-11,0.08451284416187467,1.1655702998387159,1.0
2016-11-14,-0.06964963203489764,1.084388757344144,1.0
2016-11-15,0.017252001956948745,1.1030966343079383,0.9999999999999999
2016-11-16,0.018027820565082325,1.122983062497188,1.0
2016-11-17,-0.019603996654256613,1.1009681062972063,1.0
2016-11-18,0.0,1.1009681062972063,1.0
2016-11-21,0.0,1.1009681062972063,1.0
2016-11-22,0.0,1.1009681062972063,1.0
2016-11-23,0.0,1.1009681062972063,1.0
2016-11-25,0.0,1.1009681062972063,1.0
2016-11-28,0.0,1.1009681062972063,1.0
2016-11-29,0.0,1.1009681062972063,1.0
2016-11-30,0.0,1.1009681062972063,1.0
2016-12-01,-0.00020756680071629756,1.1007395818696915,1.0
2016-12-02,0.01834733687949564,1.12093522179485,1.0
2016-12-05,0.0,1.12093522179485,1.0
2016-12-06,0.0,1.12093522179485,1.0
2016-12-07,0.0,1.12093522179485,1.0
2016-12-08,0.0,1.12093522179485,1.0
2016-12-09,0.0,1.12093522179485,1.0
2016-12-12,0.0,1.12093522179485,1.0
2016-12-13,0.0,1.12093522179485,1.0
2016-12-14,0.0,1.12093522179485,1.0
2016-12-15,0.0,1.12093522179485,1.0
2016-12-16,0.0,1.12093522179485,1.0
2016-12-19,0.0,1.12093522179485,1.0
2016-12-20,0.0,1.12093522179485,1.0
2016-12-21,0.0,1.12093522179485,1.0
2016-12-22,0.0,1.12093522179485,1.0
2016-12-23,0.0,1.12093522179485,1.0
2016-12-27,0.0,1.12093522179485,1.0
2016-12-28,0.0,1.12093522179485,1.0
2016-12-29,0.0,1.12093522179485,1.0
2016-12-30,0.0,1.12093522179485,1.0
2017-01-03,0.0,1.12093522179485,1.0
2017-01-04,0.0,1.12093522179485,1.0
2017-01-05,0.0,1.12093522179485,1.0
2017-01-06,0.0,1.12093522179485,1.0
2017-01-09,0.0,1.12093522179485,1.0
2017-01-10,0.0,1.12093522179485,1.0
2017-01-11,0.0,1.12093522179485,1.0
2017-01-12,0.0,1.12093522179485,1.0
2017-01-13,0.0,1.12093522179485,1.0
2017-01-17,0.0,1.12093522179485,1.0
2017-01-18,0.0,1.12093522179485,1.0
2017-01-19,0.0,1.12093522179485,1.0
2017-01-20,0.0,1.12093522179485,1.0
2017-01-23,0.0,1.12093522179485,1.0
2017-01-24,0.0,1.12093522179485,1.0
2017-01-25,0.0,1.12093522179485,1.0
2017-01-26,0.0,1.12093522179485,1.0
2017-01-27,0.0,1.12093522179485,1.0
2017-01-30,0.0,1.12093522179485,1.0
2017-01-31,0.0,1.12093522179485,1.0
2017-02-01,0.0,1.12093522179485,1.0
2017-02-02,-0.00021632116251036132,1.1206927397845725,1.0
2017-02-03,0.06845511824336546,1.1974098938010067,1.0
2017-02-06,-0.02638273176042937,1.1658189497655704,1.0
2017-02-07,-0.02226843172839064,1.1398579900750516,1.0
2017-02-08,0.016695519450285193,1.1588885113189125,0.9999999999999999
2017-02-09,-0.00954013673076457,1.1478325564652179,1.0
2017-02-10,0.0,1.1478325564652179,1.0
2017-02-13,-0.00023829702528026792,1.1475590313814925,1.0
2017-02-14,0.013882093540313854,1.1634895531981624,1.0
2017-02-15,0.0028839893816820215,1.166845044715284,1.0
2017-02-16,0.0,1.166845044715284,1.0
2017-02-17,0.0,1.166845044715284,1.0
2017-02-21,0.0,1.166845044715284,1.0
2017-02-22,0.0,1.166845044715284,1.0
2017-02-23,-0.0002573068098659247,1.1665448075392204,1.0
2017-02-24,0.02846488784160519,1.1997503746480311,1.0
2017-02-27,0.0,1.1997503746480311,1.0
2017-02-28,0.0,1.1997503746480311,1.0
2017-03-01,0.0,1.1997503746480311,1.0
2017-03-02,0.0,1.1997503746480311,1.0
2017-03-03,0.0,1.1997503746480311,1.0
2017-03-06,0.0,1.1997503746480311,1.0
2017-03-07,0.0,1.1997503746480311,1.0
2017-03-08,0.0,1.1997503746480311,1.0
2017-03-09,0.0,1.1997503746480311,1.0
2017-03-10,0.0,1.1997503746480311,1.0
2017-03-13,0.0,1.1997503746480311,1.0
2017-03-14,0.0,1.1997503746480311,1.0
2017-03-15,0.0,1.1997503746480311,1.0
2017-03-16,0.0,1.1997503746480311,1.0
2017-03-17,0.0,1.1997503746480311,1.0
2017-03-20,0.0,1.1997503746480311,1.0
2017-03-21,0.0,1.1997503746480311,1.0
2017-03-22,0.0,1.1997503746480311,1.0
2017-03-23,0.0,1.1997503746480311,1.0
2017-03-24,0.0,1.1997503746480311,1.0
2017-03-27,0.0,1.1997503746480311,1.0
2017-03-28,0.0,1.1997503746480311,1.0
2017-03-29,0.0,1.1997503746480311,1.0
2017-03-30,0.0,1.1997503746480311,1.0
2017-03-31,0.0,1.1997503746480311,1.0
2017-04-03,0.0,1.1997503746480311,1.0
2017-04-04,-0.0003285674334095184,1.199356175746701,1.0
2017-04-05,0.02915978099112882,1.2343291391618327,1.0
2017-04-06,0.0,1.2343291391618327,1.0
2017-04-07,0.0,1.2343291391618327,1.0
2017-04-10,0.0,1.2343291391618327,1.0
2017-04-11,0.0,1.2343291391618327,1.0
2017-04-12,0.0,1.2343291391618327,1.0
2017-04-13,0.0,1.2343291391618327,1.0
2017-04-17,0.0,1.2343291391618327,1.0
2017-04-18,0.0,1.2343291391618327,1.0
2017-04-19,0.0,1.2343291391618327,1.0
2017-04-20,0.0,1.2343291391618327,1.0
2017-04-21,0.0,1.2343291391618327,1.0
2017-04-24,0.0,1.2343291391618327,1.0
2017-04-25,0.0,1.2343291391618327,1.0
2017-04-26,0.0,1.2343291391618327,1.0
2017-04-27,0.0,1.2343291391618327,1.0
2017-04-28,0.0,1.2343291391618327,1.0
2017-05-01,0.0,1.2343291391618327,1.0
2017-05-02,0.0,1.2343291391618327,1.0
2017-05-03,0.0,1.2343291391618327,1.0
2017-05-04,0.0,1.2343291391618327,1.0
2017-05-05,0.0,1.2343291391618327,1.0
2017-05-08,0.0,1.2343291391618327,1.0
2017-05-09,0.0,1.2343291391618327,1.0
2017-05-10,-0.00013592149193471462,1.2341613673036993,1.0
2017-05-11,0.013706273134822953,1.2510771200964104,1.0
2017-05-12,0.0075082175527306245,1.2604704792893378,0.9999999999999999
2017-05-15,-0.004579036853670129,1.2546987385117085,1.0
2017-05-16,0.004520427749764205,1.260370513506871,1.0
2017-05-17,0.008943910392307138,1.2716431544407827,1.0
2017-05-18,-0.011361918762788567,1.2571948482247703,1.0
2017-05-19,0.0034992052645125577,1.2615940310561966,0.9999999999999998
2017-05-22,-0.0011532011233674202,1.260139159402349,1.0
2017-05-23,0.008615590419543972,1.270996002271388,1.0
2017-05-24,-0.005519805278447824,1.2639803518291644,1.0
2017-05-25,0.0,1.2639803518291644,1.0
2017-05-26,0.0,1.2639803518291644,1.0
2017-05-30,0.0,1.2639803518291644,1.0
2017-05-31,0.0,1.2639803518291644,1.0
2017-06-01,0.0,1.2639803518291644,1.0
2017-06-02,0.0,1.2639803518291644,1.0
2017-06-05,0.0,1.2639803518291644,1.0
2017-06-06,0.0,1.2639803518291644,1.0
2017-06-07,0.0,1.2639803518291644,1.0
2017-06-08,-0.00010740396247587088,1.2638445953308863,1.0
2017-06-09,0.02090084680121869,1.2902600175984453,1.0
2017-06-12,-0.009967490197696105,1.2773993635205536,0.9999999999999999
2017-06-13,-0.002106505958335059,1.2747085141501242,1.0
2017-06-14,0.0,1.2747085141501242,1.0
2017-06-15,0.0,1.2747085141501242,1.0
2017-06-16,-0.00030274881783577895,1.2743225976543802,0.9999999999999999
2017-06-19,0.03236176691737429,1.3155619285372142,1.0
2017-06-20,-0.01014709299193914,1.3022127993116923,1.0
2017-06-21,0.0,1.3022127993116923,1.0
2017-06-22,0.0,1.3022127993116923,1.0
2017-06-23,0.0,1.3022127993116923,1.0
2017-06-26,0.0,1.3022127993116923,1.0
2017-06-27,0.0,1.3022127993116923,1.0
2017-06-28,0.0,1.3022127993116923,1.0
2017-06-29,0.0,1.3022127993116923,0.9999999999999999
2017-06-30,0.0,1.3022127993116923,1.0
2017-07-03,0.0,1.3022127993116923,1.0
2017-07-05,0.0,1.3022127993116923,1.0
2017-07-06,0.0,1.3022127993116923,1.0
2017-07-07,0.0,1.3022127993116923,1.0
2017-07-10,0.0,1.3022127993116923,1.0
2017-07-11,-0.0002730869731732841,1.3018571819599007,1.0
2017-07-12,0.0036591997354909257,1.3066209374157753,1.0
2017-07-13,0.0036261742017277116,1.3113589725504695,1.0
2017-07-14,0.006354528056683634,1.3196920399339254,1.0
2017-07-17,0.016151173508457198,1.341006615048628,1.0
2017-07-18,-0.017050982752242295,1.318141134384791,1.0
2017-07-19,-0.0008082038466253061,1.3170758076495863,1.0
2017-07-20,0.005344496812440501,1.324114915105312,1.0
2017-07-21,0.0,1.324114915105312,1.0
2017-07-24,0.0,1.324114915105312,1.0
2017-07-25,0.0,1.324114915105312,1.0
2017-07-26,0.0,1.324114915105312,1.0
2017-07-27,-0.00025098232322921804,1.3237825856676964,1.0
2017-07-28,-0.0016551857065470038,1.3215914796533235,1.0
2017-07-31,0.023527037112562085,1.3526846114427729,1.0
2017-08-01,0.01836412882923657,1.3775254859126338,1.0
2017-08-02,-0.0014006940709253828,1.3755959941319673,1.0
2017-08-03,0.0,1.3755959941319673,1.0
2017-08-04,0.0,1.3755959941319673,0.9999999999999999
2017-08-07,0.0,1.3755959941319673,1.0
2017-08-08,0.0,1.3755959941319673,1.0
2017-08-09,0.0,1.3755959941319673,1.0
2017-08-10,0.0,1.3755959941319673,1.0
2017-08-11,0.0,1.3755959941319673,1.0
2017-08-14,-0.00014345008509403267,1.375398664769554,1.0
2017-08-15,0.014750808002082755,1.3956869063998907,1.0
2017-08-16,0.0,1.3956869063998907,1.0
2017-08-17,0.0,1.3956869063998907,1.0
2017-08-18,0.0,1.3956869063998907,0.9999999999999999
2017-08-21,0.0,1.3956869063998907,0.9999999999999999
2017-08-22,0.0,1.3956869063998907,0.9999999999999999
2017-08-23,0.0,1.3956869063998907,0.9999999999999999
2017-08-24,0.0,1.3956869063998907,0.9999999999999999
2017-08-25,0.0,1.3956869063998907,0.9999999999999999
2017-08-28,0.0,1.3956869063998907,0.9999999999999999
2017-08-29,0.0,1.3956869063998907,0.9999999999999999
2017-08-30,0.0,1.3956869063998907,0.9999999999999999
2017-08-31,0.0,1.3956869063998907,0.9999999999999999
2017-09-01,0.0,1.3956869063998907,1.0
2017-09-05,0.0,1.3956869063998907,1.0
2017-09-06,0.0,1.3956869063998907,1.0
2017-09-07,0.0,1.3956869063998907,1.0
2017-09-08,0.0,1.3956869063998907,1.0
2017-09-11,0.0,1.3956869063998907,1.0
2017-09-12,0.0,1.3956869063998907,1.0
2017-09-13,-0.00013133766252554536,1.3955036001439864,1.0
2017-09-14,0.006156596234255026,1.4040951523535223,1.0
2017-09-15,0.007430061038248117,1.4145276650390173,1.0
2017-09-18,0.004423922395322051,1.420785425655186,1.0
2017-09-19,0.015502243621600274,1.4428107874577119,1.0
2017-09-20,0.0,1.4428107874577119,1.0
2017-09-21,0.0,1.4428107874577119,1.0
2017-09-22,0.0,1.4428107874577119,1.0
2017-09-25,-0.0001475080399219101,1.4425979612664757,1.0
2017-09-26,0.019895188160279208,1.4712987191455074,1.0
2017-09-27,-0.00021862971604586577,1.470977049524322,1.0
2017-09-28,-0.003900952149246571,1.4652388384414876,1.0
2017-09-29,0.0,1.4652388384414876,1.0
2017-10-02,0.0,1.4652388384414876,1.0
2017-10-03,0.0,1.4652388384414876,1.0
2017-10-04,0.0,1.4652388384414876,1.0
2017-10-05,0.0,1.4652388384414876,1.0
2017-10-06,0.0,1.4652388384414876,1.0
2017-10-09,0.0,1.4652388384414876,1.0000000000000002
2017-10-10,0.0,1.4652388384414876,1.0
2017-10-11,0.0,1.4652388384414876,1.0
2017-10-12,0.0,1.4652388384414876,1.0
2017-10-13,0.0,1.4652388384414876,1.0
2017-10-16,0.0,1.4652388384414876,1.0
2017-10-17,0.0,1.4652388384414876,1.0
2017-10-18,0.0,1.4652388384414876,1.0
2017-10-19,0.0,1.4652388384414876,1.0
2017-10-20,0.0,1.4652388384414876,1.0
2017-10-23,0.0,1.4652388384414876,1.0
2017-10-24,0.0,1.4652388384414876,1.0
2017-10-25,0.0,1.4652388384414876,1.0
2017-10-26,0.0,1.4652388384414876,1.0
2017-10-27,-0.00014785779682384824,1.465022191455015,1.0
2017-10-30,0.02934009795186802,1.5080060860539657,1.0
2017-10-31,0.0,1.5080060860539657,1.0
2017-11-01,0.0,1.5080060860539657,1.0
2017-11-02,0.0,1.5080060860539657,1.0
2017-11-03,0.0,1.5080060860539657,1.0
2017-11-06,0.0,1.5080060860539657,1.0
2017-11-07,0.0,1.5080060860539657,1.0
2017-11-08,0.0,1.5080060860539657,1.0
2017-11-09,0.0,1.5080060860539657,1.0
2017-11-10,-0.0002700886305206747,1.5075987907553665,1.0
2017-11-13,0.031264480963994486,1.554733084450279,1.0
2017-11-14,-0.012538946308670643,1.535238369780043,1.0
2017-11-15,0.0,1.535238369780043,1.0
2017-11-16,0.0,1.535238369780043,1.0
2017-11-17,0.0,1.535238369780043,1.0
2017-11-20,0.0,1.535238369780043,1.0
2017-11-21,0.0,1.535238369780043,1.0
2017-11-22,0.0,1.535238369780043,1.0
2017-11-24,0.0,1.535238369780043,1.0
2017-11-27,0.0,1.535238369780043,1.0
2017-11-28,-0.00023512122330465385,1.534877402656476,1.0
2017-11-29,-0.017955964985893972,1.5073171977567363,1.0
2017-11-30,0.03733408747617586,1.5635915098721305,1.0
2017-12-01,0.0,1.5635915098721305,1.0
2017-12-04,-0.0002028006772093182,1.5632744124550497,1.0
2017-12-05,0.027640757449594214,1.6064845013168767,1.0
2017-12-06,0.0,1.6064845013168767,1.0
2017-12-07,0.0,1.6064845013168767,1.0
2017-12-08,0.0,1.6064845013168767,1.0
2017-12-11,0.0,1.6064845013168767,1.0
2017-12-12,0.0,1.6064845013168767,0.9999999999999999
2017-12-13,0.0,1.6064845013168767,1.0
2017-12-14,0.0,1.6064845013168767,1.0
2017-12-15,0.0,1.6064845013168767,1.0
2017-12-18,0.0,1.6064845013168767,1.0
2017-12-19,0.0,1.6064845013168767,0.9999999999999999
2017-12-20,0.0,1.6064845013168767,1.0
2017-12-21,0.0,1.6064845013168767,1.0
2017-12-22,0.0,1.6064845013168767,1.0000000000000002
2017-12-26,0.0,1.6064845013168767,1.0000000000000002
2017-12-27,0.0,1.6064845013168767,1.0000000000000002
2017-12-28,0.0,1.6064845013168767,1.0000000000000002
2017-12-29,0.0,1.6064845013168767,1.0000000000000002
2018-01-02,0.0,1.6064845013168767,1.0000000000000002
2018-01-03,-0.00018835318928245843,1.606181914837521,1.0
2018-01-04,0.020638416090954795,1.639330965513704,1.0
2018-01-05,0.0,1.639330965513704,1.0
2018-01-08,0.0,1.639330965513704,1.0
2018-01-09,0.0,1.639330965513704,1.0
2018-01-10,0.0,1.639330965513704,1.0
2018-01-11,0.0,1.639330965513704,1.0
2018-01-12,-0.00017374738899300776,1.6390461360387507,0.9999999999999999
2018-01-16,0.04083309853221475,1.7059734684104668,1.0
2018-01-17,0.0,1.7059734684104668,1.0
2018-01-18,0.0,1.7059734684104668,1.0
2018-01-19,0.0,1.7059734684104668,1.0
2018-01-22,0.0,1.7059734684104668,1.0
2018-01-23,0.0,1.7059734684104668,1.0
2018-01-24,0.0,1.7059734684104668,1.0
2018-01-25,0.0,1.7059734684104668,1.0
2018-01-26,0.0,1.7059734684104668,1.0
2018-01-29,-0.00018986244935652362,1.7056495681092172,1.0
2018-01-30,0.01993044209610173,1.7396439180626588,1.0
